date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:53:38	5867/5867	---MCZ	200	added ('OK')	text/css	etag:W/%2216eb-4f313ecd2aa80%22	http://templates.expresspixel.com/bootstrap_real_estate/js/jquery.aw-showcase/css/style.css	/var/www/html/mylibs/templates.expresspixel.com/bootstrap_real_estate/js/jquery.aw-showcase/css/style.css	(from http://templates.expresspixel.com/bootstrap_real_estate/)
15:53:38	52796/52796	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ce3c-4efdee99cfb00%22	http://templates.expresspixel.com/bootstrap_real_estate/js/owl-carousel/owl.carousel.js	/var/www/html/mylibs/templates.expresspixel.com/bootstrap_real_estate/js/owl-carousel/owl.carousel.js	(from http://templates.expresspixel.com/bootstrap_real_estate/)
15:53:41	940/940	---MCZ	200	added ('OK')	application/javascript	etag:W/%223ac-4a337fa9d8a80%22	http://templates.expresspixel.com/bootstrap_real_estate/js/badger/badger.min.js	/var/www/html/mylibs/templates.expresspixel.com/bootstrap_real_estate/js/badger/badger.min.js	(from http://templates.expresspixel.com/bootstrap_real_estate/)
15:53:42	1062/1062	---MCZ	200	added ('OK')	text/css	etag:W/%22426-4a867aaf31d80%22	http://templates.expresspixel.com/bootstrap_real_estate/js/sticky/sticky.min.css	/var/www/html/mylibs/templates.expresspixel.com/bootstrap_real_estate/js/sticky/sticky.min.css	(from http://templates.expresspixel.com/bootstrap_real_estate/)
15:53:43	2309/2309	---MCZ	200	added ('OK')	application/javascript	etag:W/%22905-4e89e28278cc0%22	http://templates.expresspixel.com/bootstrap_real_estate/js/sticky/sticky.min.js	/var/www/html/mylibs/templates.expresspixel.com/bootstrap_real_estate/js/sticky/sticky.min.js	(from http://templates.expresspixel.com/bootstrap_real_estate/)
15:53:44	3909/3909	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f45-4abf5fc980100%22	http://templates.expresspixel.com/bootstrap_real_estate/js/portamento-min.js	/var/www/html/mylibs/templates.expresspixel.com/bootstrap_real_estate/js/portamento-min.js	(from http://templates.expresspixel.com/bootstrap_real_estate/)
15:53:45	7352/7352	---MCZ	200	added ('OK')	application/javascript	etag:W/%221cb8-4f31831327e40%22	http://templates.expresspixel.com/bootstrap_real_estate/js/global.js	/var/www/html/mylibs/templates.expresspixel.com/bootstrap_real_estate/js/global.js	(from http://templates.expresspixel.com/bootstrap_real_estate/)
15:53:45	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224f6f-4f24643532e80%22	http://templates.expresspixel.com/bootstrap_real_estate/fonts/glyphicons-halflings-regular.eot	/var/www/html/mylibs/templates.expresspixel.com/bootstrap_real_estate/fonts/glyphicons-halflings-regular.eot	(from http://templates.expresspixel.com/bootstrap_real_estate/css/real_estate.css)
15:53:47	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224f6f-4f24643532e80%22	http://templates.expresspixel.com/bootstrap_real_estate/fonts/glyphicons-halflings-regular.eot?	/var/www/html/mylibs/templates.expresspixel.com/bootstrap_real_estate/fonts/glyphicons-halflings-regulard41d.eot	(from http://templates.expresspixel.com/bootstrap_real_estate/css/real_estate.css)
15:53:48	23320/23320	---M--	200	added ('OK')	text/html	etag:%225b18-4f24643532e80%22	http://templates.expresspixel.com/bootstrap_real_estate/fonts/glyphicons-halflings-regular.woff	/var/www/html/mylibs/templates.expresspixel.com/bootstrap_real_estate/fonts/glyphicons-halflings-regular.html	(from http://templates.expresspixel.com/bootstrap_real_estate/css/real_estate.css)
